Text,Label,Cluster,Predicted Sentiment,Real Sentiment
finally came around shorten twitter name follow need change anything,2,Cluster 1,Negative,Neutral
ferber happens every days rohan woke unhappy midnight goodbad news still awake due afternoon nap,2,Cluster 1,Negative,Neutral
thats awesome cant believe poster already havent seen one yet,2,Cluster 1,Negative,Neutral
hm good medium much yesno responding previous postsdays ago conversations,2,Cluster 1,Negative,Neutral
several hours finally site back online silly dns setting mistake,2,Cluster 1,Negative,Neutral
whew literally shopped till droppedand sprained ankle ughdo see sacrifices make,2,Cluster 1,Negative,Neutral
work mad blocking sites fun arent blocking facebook twitter youtube,2,Cluster 1,Negative,Positive
gave cable tough economic times either cable shoes know cable lost,2,Cluster 1,Negative,Neutral
seconds friday night update left city httptinytviks,2,Cluster 1,Negative,Neutral
sure easier login every day make posts admin mod ill try,2,Cluster 1,Negative,Neutral
wish brought warmer clothes chilly negative thing trip sun connected chilliness,2,Cluster 1,Negative,Positive
mom wearing shrug bought morrowi cant wait c n itcute,2,Cluster 1,Negative,Neutral
crew please dont dont think could wrong number times,2,Cluster 1,Negative,Positive
nope anthony wrecked car help get running,2,Cluster 1,Negative,Neutral
yea dude really,2,Cluster 1,Negative,Neutral
poor thing come watch tv house lol,2,Cluster 1,Negative,Positive
missed todayi know must feel tired give massage tonight,2,Cluster 1,Negative,Neutral
turns get go see decemberists,2,Cluster 1,Negative,Neutral
death well im impressed technical skillz,2,Cluster 1,Negative,Positive
nkotb lol r loser u drove hours day u need rest days im still tired lol,2,Cluster 1,Negative,Positive
dont think ugly tha dumb lookin lill betta know,2,Cluster 1,Negative,Neutral
farewell dinner kimmy last time ill see,2,Cluster 1,Negative,Neutral
def see ya tonight must get rn photos didnt get yesterday lol thanks please dont forget,2,Cluster 1,Negative,Neutral
working hop city got ta miss baseball,2,Cluster 1,Negative,Neutral
bc baby phat phat farm applebottoms fubu come pretty weak double,2,Cluster 1,Negative,Neutral
muay thai awesome im gon na sore morning feel like bad eating junk tho,2,Cluster 1,Negative,Positive
waaa octo drive cant go,2,Cluster 1,Negative,Neutral
read disclaimer close browser httptinyurlcomnlr,2,Cluster 1,Negative,Neutral
real sorry hear,2,Cluster 1,Negative,Neutral
sounds good cleaning cynics orders haha good night talk tomorrow,2,Cluster 1,Negative,Positive
still awake way better reasons fantastic night fantastic people fantastic food,2,Cluster 1,Negative,Positive
im getting reactions stroking cat welts hands caught claws,2,Cluster 1,Negative,Neutral
need relocate west coast weather killin,2,Cluster 1,Negative,Neutral
httptwitpiccomjz gift boyfriend little guy keeps company night,2,Cluster 1,Negative,Neutral
yes really good even though sci fi loved haha know,2,Cluster 1,Negative,Positive
beer smoki lucky strikegood times good times workdrawing stuff,2,Cluster 1,Negative,Neutral
westin discounts anime expo provides additional discounts hotels httpanimeexpoorgp,2,Cluster 1,Negative,Neutral
sorry sounded like year old texting tried tweetshrinking built tweed deck another cool feature,2,Cluster 1,Negative,Neutral
sniff sniff want thie app iphone america free anime games shows iphone win uk,2,Cluster 1,Negative,Neutral
n still dothis job dead right,2,Cluster 1,Negative,Negative
finished ysc runthrough service gon na awesome httptweetsg,2,Cluster 1,Negative,Neutral
raining seaworld,2,Cluster 1,Negative,Neutral
mean post concert blues lol well soooo know mean,2,Cluster 1,Negative,Neutral
side seat loner please starbucks,2,Cluster 1,Negative,Positive
really sad nephew keeping busy sorting items bwm httpbitlyntsm,2,Cluster 1,Negative,Neutral
dont love bank holidays,2,Cluster 1,Negative,Negative
httpwwweftelingnl today nothing eftelingfun sure pythonrollercoasterride though,2,Cluster 1,Negative,Neutral
httptwitpiccomwj left brain right brain drugs,2,Cluster 1,Negative,Neutral
idiot family feeling dont mix amongst stuff,2,Cluster 1,Negative,Neutral
oh see mean true used improperly know,2,Cluster 1,Negative,Neutral
seattle washingtonim sooooo hungryi miss alaska,2,Cluster 1,Negative,Neutral
little slow try one ben jerrys mission marzipan bit letdown,2,Cluster 1,Negative,Neutral
enough already wolfram alpha next google next cuil httpbitlyhesz,2,Cluster 1,Negative,Neutral
feeling really good performance ap government politics exam morning going lunch krista,2,Cluster 1,Negative,Neutral
well far back sanity least,2,Cluster 1,Negative,Neutral
still cant believe matt mccoy interview got views twitter truly isawesome,2,Cluster 1,Negative,Neutral
daaaaang sold,2,Cluster 1,Negative,Neutral
thanks reminder hope great time,2,Cluster 1,Negative,Positive
loves smell roast oven thanks ideas,2,Cluster 1,Negative,Positive
answers postcard century,2,Cluster 1,Negative,Neutral
long weekend thank god sleep monday,2,Cluster 1,Negative,Positive
yeah goes always brings us things let last something called bird milk,2,Cluster 1,Negative,Neutral
includes,2,Cluster 1,Negative,Neutral
wal mart,2,Cluster 1,Negative,Neutral
clocked possibly last time northview middle school,2,Cluster 1,Negative,Neutral
writing boring part paper hmm sun shining feel like working however,2,Cluster 1,Negative,Neutral
sowwy lover,2,Cluster 1,Negative,Positive
lots reqs today fun,2,Cluster 1,Negative,Positive
high school,2,Cluster 1,Negative,Neutral
frog yes,2,Cluster 1,Negative,Positive
dawg thanks much,2,Cluster 1,Negative,Positive
erm yeah watch sways collapses river lol next time shall drag,2,Cluster 1,Negative,Positive
awwwwwww kitties best,2,Cluster 1,Negative,Positive
httptwitpiccomwhaf tonights art show success,2,Cluster 1,Negative,Neutral
middle industrial estate pirate ffancy dressready mile walk,2,Cluster 1,Negative,Neutral
good luck haha loved character bring win movie,2,Cluster 1,Negative,Positive
learned aobut starwarsday thus movies han solo shot first deal,2,Cluster 1,Negative,Neutral
busy day time tweet bmore whats happening weekend,2,Cluster 1,Negative,Neutral
sleep still mourning adobo cooked httpplurkcompxgf,2,Cluster 1,Negative,Neutral
mcc bye scotty im gon na miss ily,2,Cluster 1,Negative,Neutral
yeah get better though know,2,Cluster 1,Negative,Positive
decided go uni today httpplurkcompsuyr,2,Cluster 1,Negative,Neutral
nope im nott planning aunties come america havin big family meal cant,2,Cluster 1,Negative,Neutral
little foster kittens getting bigchubba winston going b missed get amazing homes,2,Cluster 1,Negative,Neutral
many weirdos one,2,Cluster 1,Negative,Negative
saw tonight well great movie hope youre well mate cheers e,2,Cluster 1,Negative,Positive
liesgirlstell liesboystell threads show women men alike screwed struggle real honest relationships,2,Cluster 1,Negative,Neutral
downloading new fonts httpplurkcomprplkr,2,Cluster 1,Negative,Neutral
happened early night turn pumpkin,2,Cluster 1,Negative,Neutral
goin cousins soon dog soo cute,2,Cluster 1,Negative,Neutral
beach nannys got back roast iater pudding,2,Cluster 1,Negative,Neutral
moments intense geniusand powerand well times sheer insanity need sanity check,2,Cluster 1,Negative,Neutral
need come spend time roof miss double date couple weeks,2,Cluster 1,Negative,Neutral
think june gloom arrived,2,Cluster 1,Negative,Negative
agree w u,2,Cluster 1,Negative,Positive
sorry wouldnt believe much feedback got menu bar icon next version lot subtle,2,Cluster 1,Negative,Neutral
officially pink eye,2,Cluster 1,Negative,Neutral
welcome book good reminder escaped cube,2,Cluster 1,Negative,Positive
youre welcome,2,Cluster 1,Negative,Positive
yess talking hott guy happy,2,Cluster 1,Negative,Neutral
oh yum rhubarb links fab thanks,2,Cluster 1,Negative,Positive
thanks learned something new today enjoy,2,Cluster 1,Negative,Positive
ug full cold dark pub want go outside,2,Cluster 1,Negative,Neutral
david mitchells presenting got news tonight love think hes ace another note headache,2,Cluster 1,Negative,Neutral
ha good morning may fourth,2,Cluster 1,Negative,Positive
knew idiot,2,Cluster 1,Negative,Negative
fireworks kboom concert second best ive ever seenpreceded last years show sigh,2,Cluster 1,Negative,Neutral
playing guitar hero waiting abby text prom,2,Cluster 1,Negative,Positive
ok u followers twitter u really think lol,2,Cluster 1,Negative,Positive
okay ill finally get meet dia thats name right oh geez ill feel stupid,2,Cluster 1,Negative,Positive
im almost updates goo,2,Cluster 1,Negative,Neutral
well write song turns lights,2,Cluster 1,Negative,Neutral
tried go got message page doesnt exist,2,Cluster 1,Negative,Neutral
press ctrl bottom right underscore e ky,2,Cluster 1,Negative,Neutral
oh im really tired migraines endometriosis fibromyalgia migraines sleep probs compoundin ea since surgery,2,Cluster 1,Negative,Neutral
claire love show got office radio,2,Cluster 1,Negative,Neutral
kev im stuck westgate working,2,Cluster 1,Negative,Neutral
oh keep stumbling deathfic without warnings want,2,Cluster 1,Negative,Neutral
awww go chick fila,2,Cluster 1,Negative,Neutral
r depressed mite b moving earlyer thot,2,Cluster 1,Negative,Neutral
time learn another language,2,Cluster 1,Negative,Neutral
still want smartcar dont wonderful designs ever,2,Cluster 1,Negative,Neutral
head clouds,2,Cluster 1,Negative,Neutral
lol good men watch flicks wus sigh good flick far called said,2,Cluster 1,Negative,Positive
httptwitpiccomwki really try different pose time,2,Cluster 1,Negative,Neutral
im already dressed set today let real fun begin lights camera action,2,Cluster 1,Negative,Neutral
beachmex cant dm since dont follow,2,Cluster 1,Negative,Neutral
finally got see,2,Cluster 1,Negative,Neutral
httptwitpiccomfzo youll come bulgaria great fans,2,Cluster 1,Negative,Neutral
hear full album preview todays webcast jonasnewsongs wayyy couldnt tune,2,Cluster 1,Negative,Neutral
paycheck nothing piece paper,2,Cluster 1,Negative,Neutral
sulking home rained poor strategy im watching sun shine desk robarts reference room,2,Cluster 1,Negative,Neutral
dinner,2,Cluster 1,Negative,Neutral
ha hajust found new cocktail dances wenches cranberry juice spiced rum sounds nice dont cranberry juice,2,Cluster 1,Negative,Neutral
preview trailer new moon joke seconds still watched tho twice lol figured missed something still sick,2,Cluster 1,Negative,Neutral
sounds painful sorry got hurt may ask happen,2,Cluster 1,Negative,Negative
fyi connie carla totally awesome previews make seem sorry one,2,Cluster 1,Negative,Positive
never,2,Cluster 1,Negative,Neutral
im good day u cheer tweet even tink lol,2,Cluster 1,Negative,Positive
thank lovely birthday messages,2,Cluster 1,Negative,Positive
ok st ginormous cup coffee monday looking much better,2,Cluster 1,Negative,Neutral
wan na go,2,Cluster 1,Negative,Neutral
ah yes dropping bear thing lovely day odd stafford,2,Cluster 1,Negative,Positive
salute chapel hill north carolina sy httpblipfmjgj,2,Cluster 1,Negative,Neutral
movie plane mall cop saw nephews already,2,Cluster 1,Negative,Neutral
dad worked sw graduated hs worked hou years retired years joined company,2,Cluster 1,Negative,Neutral
yep probably wish let know interested extra corporate chalet tix let go,2,Cluster 1,Negative,Neutral
biglots house jesus virgin mary rings one machines rocked one til broke,2,Cluster 1,Negative,Neutral
theres confuse,2,Cluster 1,Negative,Negative
miss husband,2,Cluster 1,Negative,Negative
ottawa ur welcome sweet dreams,2,Cluster 1,Negative,Positive
honi might cute little picture book called little book boring,2,Cluster 1,Negative,Neutral
hate crowds httptrimmoni,2,Cluster 1,Negative,Negative
sing everytime,2,Cluster 1,Negative,Neutral
aw im gon na miss old name nick jonas shontelle layne sean kingston replied old username im gon na start,2,Cluster 1,Negative,Neutral
much sulking single going tonight tumblr grusome save day httptumblrcomxdqxb,2,Cluster 1,Negative,Neutral
yea running hours lets test,2,Cluster 1,Negative,Neutral
finished book vat good book,2,Cluster 1,Negative,Neutral
read meant toys though,2,Cluster 1,Negative,Neutral
ok kinda thought mean would funny though,2,Cluster 1,Negative,Positive
noo sorry loveafter im going pop zyrtec go sleep,2,Cluster 1,Negative,Neutral
worried mr socks tonight,2,Cluster 1,Negative,Neutral
monday morning lots go waiting mate add style table im set,2,Cluster 1,Negative,Neutral
finally home crazy party nite thanks driving home,2,Cluster 1,Negative,Positive
invited one beach short notice mean hell tell hrs really,2,Cluster 1,Negative,Neutral
want see movie fun,2,Cluster 1,Negative,Positive
oh man would im fresh,2,Cluster 1,Negative,Neutral
cool beans yeah man prob,2,Cluster 1,Negative,Positive
going buy wacom today goood times,2,Cluster 1,Negative,Neutral
driving insane really sterling knight playing chad dylan cooper sonny chance,2,Cluster 1,Negative,Neutral
want hug,2,Cluster 1,Negative,Positive
making hot chocolate almond milk mother day festivities starting early,2,Cluster 1,Negative,Neutral
ahhhhh let right one dvd broke,2,Cluster 1,Negative,Neutral
guys gon na get metal detector brickmans saw chad ask davey fb sorry bout ring,2,Cluster 1,Negative,Neutral
like spirits night ooooh night qu grande ere mr springsteen,2,Cluster 1,Negative,Neutral
yeah brain rock happy share knowledge carrie,2,Cluster 1,Negative,Positive
im scared set pw bb bc might forget end losing data yet financial info catch,2,Cluster 1,Negative,Neutral
watson cant weekend sorry steph working,2,Cluster 1,Negative,Neutral
remember take challenge,2,Cluster 1,Negative,Neutral
short stack need add short stack tv,2,Cluster 1,Negative,Neutral
dude sun,2,Cluster 1,Negative,Neutral
didnt make shop always tomorrow,2,Cluster 1,Negative,Neutral
dont know take butter actual butter xoxo,2,Cluster 1,Negative,Neutral
starting new diet today dont want get fat besides almost bathing suit season lol,2,Cluster 1,Negative,Neutral
thinks haircut isnt bad looked yesterday still bad tho,2,Cluster 1,Negative,Neutral
nice visit last night boy voracious stubble anyone know raw chin haha,2,Cluster 1,Negative,Neutral
accounts revision boo,2,Cluster 1,Negative,Neutral
strawberries afternoon snack love strawberries gon na make strawberry smoothie tonight gym,2,Cluster 1,Negative,Neutral
installed ubuntu office lap yaaaaaaaaaaaay install windows feature rocks awesome ubuntu excited,2,Cluster 1,Negative,Neutral
feel like right one month school left fml hard,2,Cluster 1,Negative,Neutral
